Date,7,8,9,10,Unnamed: 0,Adj Close_stock,Volume,Adj Close_bond,Stock_Returns,Bond_Adjusted,Excess_Returns
2016-12-01,,,57.9675,378.66333333333336,11,2238.830078125,75344550000,3.062999963760376,0.0182007624418658,0.0306299996376037,0.0029538269346058
2017-01-01,,,50.44444444444444,380.0,12,2278.8701171875,70576420000,3.0510001182556152,0.0178843581983825,0.0305100011825561,0.0218020355234677
2017-02-01,,14.0,29.9,390.7116666666666,13,2363.639892578125,69260940000,2.9679999351501465,0.0371981600668163,0.0296799993515014,0.0644024143730808
2017-03-01,,9.59,20.793333333333333,390.7116666666666,14,2362.719970703125,81664010000,3.0179998874664307,-0.0003891971352694,0.0301799988746643,-0.0172355426233985
2017-04-01,,13.483333333333334,24.525714285714287,308.61,15,2384.199951171875,65369860000,2.95199990272522,0.0090912087488546,0.0295199990272522,0.0309599917847005
2017-05-01,,13.144,26.525,308.61,16,2411.800048828125,79719460000,2.8570001125335693,0.0115762512463286,0.0285700011253356,0.0437577530492077
2017-06-01,,16.24625,26.232,250.298,17,2423.409912109375,81078810000,2.8399999141693115,0.0048137752078125,0.0283999991416931,0.0107641419192728
2017-07-01,22.0,22.495,37.00266666666666,247.5,18,2470.300048828125,63348090000,2.8980000019073486,0.0193488260011018,0.0289800000190734,-0.001073740721053
2017-08-01,22.0,14.685,22.64923076923077,244.16666666666663,19,2471.64990234375,70784900000,2.7249999046325684,0.0005464330198532,0.0272499990463256,0.0602428088517781
2017-09-01,22.0,9.17,24.656666666666663,350.0,20,2519.360107421875,66624120000,2.8570001125335693,0.0193029785621676,0.0285700011253356,-0.0291374663995358
2017-10-01,14.25,16.8125,23.085,94.0,21,2575.260009765625,71088550000,2.875,0.0221881350661512,0.02875,0.0158878596872789
2017-11-01,18.495,15.725,27.145,299.995,22,2647.580078125,73416960000,2.8320000171661377,0.0280826278065633,0.0283200001716613,0.0430391435748632
2017-12-01,3.25,14.1825,40.75642857142857,254.5,23,2673.610107421875,65531700000,2.739000082015991,0.0098316305942705,0.0273900008201599,0.0426705905471053
2018-01-01,22.975,28.48428571428571,26.567,79.5,24,2823.81005859375,77318690000,2.941999912261963,0.0561787041255281,0.0294199991226196,-0.0179358720582583
2018-02-01,22.975,16.18111111111111,40.176153846153845,268.3333333333333,25,2713.830078125,79933970000,3.127000093460083,-0.0389473718793677,0.0312700009346008,-0.1018298282747803
2018-03-01,18.16333333333333,20.4,27.133636363636366,190.33333333333331,26,2640.8701171875,76803890000,2.9719998836517334,-0.0268844986005566,0.0297199988365173,0.0226838433168364
2018-04-01,39.99,32.15625,57.395,170.16666666666666,27,2648.050048828125,70194700000,3.0969998836517334,0.0027187749953683,0.0309699988365173,-0.0393404460320601
2018-05-01,39.99,14.166666666666666,44.87925925925926,170.16666666666666,28,2705.27001953125,76011820000,2.986000061035156,0.0216083418545836,0.0298600006103515,0.0574494225089667
2018-06-01,24.99,18.787142857142857,38.65153846153847,212.2855555555556,29,2718.3701171875,77891360000,2.9830000400543213,0.0048424362676078,0.0298300004005432,0.0058471318200234
2018-07-01,24.99,18.571428571428573,31.9556,217.5,30,2816.2900390625,64898300000,3.0829999446868896,0.0360215561728991,0.0308299994468688,0.0024982899007512
2018-08-01,24.99,22.302,31.25230769230769,329.775,31,2901.52001953125,69523070000,3.009999990463257,0.0302632112767482,0.0300999999046325,0.0539414323384896
2018-09-01,35.99,22.302,29.395,329.775,32,2913.97998046875,63031510000,3.197000026702881,0.0042942874264617,0.0319700002670288,-0.0578319706572942
2018-10-01,35.99,21.25,42.84,329.775,33,2711.739990234375,91930980000,3.4019999504089355,-0.0694033560936963,0.0340199995040893,-0.1335259466454
2018-11-01,35.99,21.25,27.496666666666663,329.775,34,2760.169921875,80620020000,3.311000108718872,0.0178593566547797,0.0331100010871887,0.0446082817037424
