Date,Grade,Price
2023-01,6,213.56333333333336
2023-02,6,213.56333333333336
2023-03,6,317.75
2016-09,7,82.495
2016-10,7,41.0
2016-11,7,34.0
2016-12,7,34.0
2017-01,7,34.0
2017-02,7,63.4
2017-03,7,48.0
2017-04,7,51.555
2017-05,7,96.99666666666667
2017-06,7,72.0
2017-07,7,51.85888888888889
2017-08,7,49.098
2017-09,7,76.17
2017-10,7,75.398
2017-11,7,61.551
2017-12,7,73.99666666666667
2018-01,7,72.8425
2018-02,7,97.1825
2018-03,7,79.7042857142857
2018-04,7,81.71090909090908
2018-05,7,78.27461538461537
2018-06,7,82.05
2018-07,7,73.44454545454545
2018-08,7,71.261875
2018-09,7,62.41625
2018-10,7,56.0
2018-11,7,56.0
2018-12,7,56.695
2019-01,7,73.8275
2019-02,7,130.78571428571428
2019-03,7,76.29
2019-04,7,76.14142857142858
2019-05,7,77.83333333333333
2019-06,7,120.99666666666667
2019-07,7,101.375
2019-08,7,86.235
2019-09,7,96.144
2019-10,7,85.47846153846154
2019-11,7,87.125
2019-12,7,101.39500000000001
2020-01,7,117.08666666666666
2020-02,7,135.16666666666666
2020-03,7,156.3725
2020-04,7,236.4257142857143
2020-05,7,278.5261111111111
2020-06,7,290.9836363636363
2020-07,7,344.7996
2020-08,7,351.8839393939394
2020-09,7,413.5184615384615
2020-10,7,1191.6105714285716
2020-11,7,872.461935483871
2020-12,7,602.5
2021-01,7,518.5728571428572
2021-02,7,577.3835294117647
2021-03,7,543.7807692307692
2021-04,7,543.7807692307692
2021-05,7,543.7807692307692
2021-06,7,543.7807692307692
2021-07,7,270.8333333333333
2021-08,7,270.8333333333333
2021-09,7,270.8333333333333
2021-10,7,270.8333333333333
2021-11,7,270.8333333333333
2021-12,7,616.6949999999999
2022-01,7,365.0
2022-02,7,365.0
2022-03,7,365.0
2022-04,7,365.0
2022-05,7,269.702
2022-06,7,228.92
2022-07,7,228.92
2022-08,7,228.92
2022-09,7,472.75
2022-10,7,264.25
2022-11,7,310.0
2016-09,8,87.8775
2016-10,8,65.5175
2016-11,8,63.6925
2016-12,8,64.35
