date,grade6price,grade7price,grade8price,grade9price,grade10price,adjclosestock,volume,adjclosebond,stockreturns,bondadjusted,excessreturns
2019-07-01,30.0,51.0,42.06,60.7475,189.0,2980.3798828125,70599470000,2.5269999504089355,0.0131281521669579,0.0252699995040893,0.0135237874095606
2019-08-01,30.0,51.0,63.4925,80.69857142857143,189.0,2926.4599609375,80269220000,1.9700000286102293,-0.0180916272405239,0.0197000002861022,0.2023278158657447
2019-09-01,31.0,86.25,59.99,75.99833333333333,266.2375,2976.739990234375,74178980000,2.121000051498413,0.0171811779310206,0.0212100005149841,-0.0594685787670588
2019-10-01,21.995,28.0,56.975,82.68666666666667,329.99,3037.56005859375,77720640000,2.1760001182556152,0.020431770513684,0.0217600011825561,-0.0054994248761257
2019-11-01,14.5,39.330000000000005,37.5,82.68666666666667,229.0,3140.97998046875,72410620000,2.20199990272522,0.0340470377144999,0.0220199990272522,0.0220986080009724
2019-12-01,47.995,39.330000000000005,56.66666666666666,94.1175,229.0,3230.780029296875,72325540000,2.388999938964844,0.02858981890573,0.0238899993896484,-0.0563329987602427
2020-01-01,38.0,39.330000000000005,70.01333333333334,86.22333333333334,624.99,3225.52001953125,77287980000,2.015000104904175,-0.0016280928190489,0.0201500010490417,0.1549226998204533
2020-02-01,38.0,38.72,52.85,100.495,375.0,2954.219970703125,84436590000,1.6710000038146973,-0.0841104836384031,0.0167100000381469,0.0866091606197972
2020-03-01,34.764,47.30833333333334,77.475,149.95375,400.0,2584.590087890625,162185380000,1.35099995136261,-0.1251192824089282,0.013509999513626,0.0663828430976934
2020-04-01,75.575,61.04,111.594,170.87285714285716,474.995,2912.429931640625,123608160000,1.2660000324249268,0.1268440381652789,0.0126600003242492,0.1897603386817613
2020-05-01,57.495000000000005,61.04,182.5,219.8245833333333,644.635,3044.31005859375,107135190000,1.406999945640564,0.0452818196655582,0.0140699994564056,-0.0660925165147992
2020-06-01,66.2375,124.198,176.832,273.8195652173913,827.0,3100.2900390625,131458880000,1.409000039100647,0.0183883965139242,0.0140900003910064,0.0169668659258952
2020-07-01,66.2375,105.99,273.37111111111113,303.472962962963,1131.245,3271.1201171875,96928130000,1.1979999542236328,0.0551013214804436,0.0119799995422363,0.2048529744411446
2020-08-01,80.8425,156.05,172.2507142857143,309.9984615384615,1499.99,3500.31005859375,82466520000,1.4520000219345093,0.0700646669017177,0.014520000219345,-0.1419554311086213
2020-09-01,130.5,159.71428571428572,233.85866666666664,481.9335294117648,1674.995,3363.0,92310780000,1.4509999752044678,-0.039227970178423,0.0145099997520446,-0.0385392327714434
2020-10-01,628.232,327.48,636.6185714285714,1536.487380952381,4294.92,3269.9599609375,89938980000,1.6399999856948853,-0.0276657862213797,0.0163999998569488,-0.1579207922311384
2020-11-01,291.95222222222225,388.8683333333333,439.8,943.9666666666668,2862.5,3621.6298828125,101247180000,1.5729999542236328,0.107545635443859,0.0157299995422363,0.1483993135265843
2020-12-01,135.005,201.25,338.5,484.2533333333333,2862.5,3756.070068359375,96375680000,1.6460000276565552,0.03712145909357,0.0164600002765655,-0.0092867262575555
2021-01-01,161.33333333333334,214.20529411764704,316.0357142857143,522.1565384615385,2123.46,3714.239990234375,106117800000,1.8580000400543213,-0.0111366607554451,0.0185800004005432,-0.1399337499630285
2021-02-01,342.556,374.5833333333333,456.7216666666666,587.9184615384615,2800.0,3811.14990234375,99082320000,2.181999921798706,0.0260914513774483,0.021819999217987,-0.1482895361143024
2021-03-01,268.1244444444444,228.80272727272725,370.85,691.2932000000001,2750.0,3972.889892578125,122371150000,2.424999952316284,0.0424386325331651,0.0242499995231628,-0.0689271049675326
2021-04-01,268.1244444444444,228.80272727272725,313.6666666666667,333.4,1751.996666666667,4181.169921875,83124090000,2.3010001182556152,0.0524253213475585,0.0230100011825561,0.1035592745429917
2021-05-01,123.3,194.5,360.586,440.485,1751.996666666667,4204.10986328125,88321860000,2.263000011444092,0.0054864886706069,0.0226300001144409,0.0220010931289201
2021-06-01,121.48333333333332,156.5,230.794,343.5422222222222,1273.5,4297.5,102544180000,2.065000057220459,0.0222140095658347,0.0206500005722045,0.109708465254009
2021-07-01,99.99666666666668,106.83333333333331,217.4333333333333,413.07238095238097,1273.5,4395.259765625,84255620000,1.8969999551773071,0.0227480548283887,0.018969999551773,0.1041040341930014
2021-08-01,114.2675,157.868,305.512,359.59,1273.5,4522.68017578125,80500760000,1.9270000457763672,0.0289904162554386,0.0192700004577636,0.0131759242639213
2021-09-01,77.66333333333334,142.20833333333334,225.4628571428572,367.2925,1273.5,4307.5400390625,85528860000,2.0920000076293945,-0.047569168801901,0.0209200000762939,-0.1331944713101585
2021-10-01,87.55,154.04666666666665,183.0,780.528,1273.5,4605.3798828125,80253600000,1.9420000314712524,0.0691438364006065,0.0194200003147125,0.1408455455837334
2021-11-01,87.55,154.04666666666665,183.0,780.528,1273.5,4567.0,88268840000,1.7869999408721924,-0.0083337061847461,0.0178699994087219,0.0714809632731282
2021-12-01,68.42857142857143,105.90666666666668,183.54166666666663,282.51666666666665,1273.5,4766.18017578125,92750180000,1.9049999713897705,0.0436129134620648,0.0190499997138977,-0.0224195624315746
2022-01-01,69.24571428571429,102.33,189.5,273.4528571428572,1273.5,4515.5498046875,95562890000,2.0980000495910645,-0.0525851650273938,0.0209800004959106,-0.1538975435575063
2022-02-01,76.0,112.858,177.5,300.0,1273.5,4373.93994140625,92667710000,2.181999921798706,-0.0313604919459082,0.021819999217987,-0.0713985616418622
2022-03-01,55.0,102.5,212.5,300.0,1750.0,4530.41015625,123546260000,2.447999954223633,0.0357732883715462,0.0244799995422363,-0.0861332386486988
2022-04-01,55.0,102.5,212.5,315.0,1750.0,4131.93017578125,90367840000,2.947000026702881,-0.087956711804343,0.0294700002670288,-0.2917966145046283
2022-05-01,108.25,100.32666666666668,156.16666666666666,315.0,1488.5,4132.14990234375,108860390000,3.056999921798706,5.317770464463578e-05,0.030569999217987,-0.0372728806934252
2022-06-01,109.84,118.00666666666666,156.16666666666666,302.165,1488.76,3785.3798828125,106116710000,3.11899995803833,-0.0839199999338268,0.0311899995803833,-0.1042013338643635
2022-07-01,109.84,118.00666666666666,156.16666666666666,302.165,989.97,4130.2900390625,81688320000,2.9739999771118164,0.09111639173021,0.0297399997711181,0.137605645618405
2022-08-01,109.84,118.00666666666666,156.16666666666666,302.165,989.97,3955.0,92252350000,3.255000114440918,-0.0424401282729983,0.0325500011444091,-0.1369257165351721
2022-09-01,75.0,112.505,163.99666666666667,313.8,939.6666666666666,3585.6201171875,94241020000,3.765000104904175,-0.0933956720132743,0.0376500010490417,-0.2500776912244641
2022-10-01,105.82,82.44,129.006,270.5,939.6666666666666,3871.97998046875,95823760000,4.203999996185303,0.0798634138370089,0.042039999961853,-0.0367368196422148
2022-11-01,67.0,120.325,148.09,255.0,1057.0,4080.110107421875,92671910000,3.822000026702881,0.0537528933524931,0.0382200002670288,0.1446187282309536
2022-12-01,67.0,120.325,148.09,255.0,1057.0,3839.5,85249330000,3.974999904632568,-0.0589714740747304,0.0397499990463256,-0.0990028390304433
2023-01-01,67.0,120.325,148.09,255.0,1057.0,4076.60009765625,80763810000,3.66100001335144,0.0617528578346791,0.0366100001335144,0.1407465430710445
2023-02-01,67.0,120.325,148.09,255.0,1057.0,3970.14990234375,80392280000,3.930999994277954,-0.0261124939318185,0.0393099999427795,-0.09986282988971
2023-03-01,64.25,128.66666666666666,138.85111111111112,276.9866666666667,1057.0,4109.31005859375,113094800000,3.688999891281128,0.0350516125771089,0.0368899989128112,0.096613582393717
