"Date","Grade","Price","Sale Type"
2021-01-04,8,1299,"Best Offer"
2021-01-04,8,900,"Auction"
2021-01-04,9,1750,"Auction"
2021-01-04,9,2000,"Auction"
2021-01-04,6,380,"Auction"
2021-01-04,8,740,"Auction"
2021-01-04,8,959.99,"Auction"
2021-01-04,5,310,"Auction"
2021-01-04,7,485,"Auction"
2020-12-03,5,355,"Auction"
2020-12-03,6,405,"Auction"
2020-12-03,5,365,"Auction"
2020-12-03,5,392,"Auction"
2020-12-03,9,1725,"Auction"
2020-12-02,7,610,"Auction"
2020-12-02,5,345,"Auction"
2020-12-02,8,710,"Auction"
2020-12-02,8,910,"Auction"
2020-12-02,6,440,"Auction"
2020-12-02,5,445,"Auction"
2020-12-02,1,250,"Auction"
2020-12-02,6,455,"Auction"
2020-12-02,3,200,"Auction"
2020-12-02,3,250,"Auction"
2020-12-02,3,247.5,"Auction"
2020-12-01,8,1000,"Auction"
2020-12-01,7,595,"Auction"
2020-12-01,9,1829,"Auction"
2020-12-01,8,810,"Auction"
2020-12-01,6,500,"Auction"
2020-12-01,9,1725,"Auction"
2020-12-01,9,1875,"Auction"
2020-12-01,9,2125,"Auction"
2020-12-01,8,925,"Auction"
2020-12-01,9,2025,"Auction"
2020-12-01,9,2000,"Auction"
2020-11-30,8,820,"Auction"
2020-11-30,8,960,"Auction"
2020-11-30,9,2000,"Auction"
2020-11-30,3,806,"Auction"
2020-11-30,8,730,"Auction"
2020-11-30,7,789.95,"Auction"
2020-11-30,8,750,"Auction"
2020-11-30,7,600,"Auction"
2020-11-30,9,1825,"Auction"
2020-11-30,9,1775,"Auction"
2020-11-30,8,860,"Auction"
2020-11-30,9,1847,"Auction"
2020-11-30,4,600,"Auction"
2020-11-30,4,540,"Auction"
2020-11-30,9,4880.27,"Auction"
2020-11-30,5,315,"Auction"
2020-11-30,8,910,"Auction"
2020-11-30,8,1025,"Auction"
2020-11-29,10,16600,"Auction"
2020-11-29,8,1149.95,"Best Offer"
2020-11-29,7,595,"Auction"
2020-11-29,5,415.69,"Auction"
2020-11-29,6,356,"Auction"
2020-11-29,4,520,"Auction"
2020-11-29,6,1010,"Auction"
2020-11-29,6,430,"Auction"
2020-11-29,7,600,"Auction"
2020-11-29,8,901.69,"Auction"
2020-11-29,9,1825,"Auction"
2020-11-29,9,1775,"Auction"
2020-11-29,6,450,"Auction"
2020-11-29,8,760,"Auction"
2020-11-29,4,330,"Auction"
2020-11-28,9,1825,"Auction"
2020-11-28,9,2312.05,"Auction"
2020-11-28,5,300,"Auction"
2020-11-28,7,640,"Auction"
2020-11-27,8,830,"Auction"
2020-11-27,1,170.5,"Auction"
2020-11-27,8,770,"Auction"
2020-11-27,8,800,"Auction"
2020-11-27,9,1976,"Auction"
2020-11-27,8,1295,"Auction"
2020-11-27,6,590,"Auction"
2020-11-27,6,421,"Auction"
2020-11-27,6,415,"Auction"
2020-11-26,9,4550,"Auction"
2020-11-26,9,2025,"Auction"
2020-11-26,6,705.65,"Auction"
2020-11-26,9,2075,"Auction"
2020-11-26,6,510,"Auction"
2020-11-26,9,1725,"Auction"
2020-11-26,6,415,"Auction"
2020-11-26,4,305,"Auction"
2020-11-26,8,1025,"Auction"
2020-11-26,5,515,"Auction"
2020-11-26,9,1963,"Auction"
2020-11-26,6,435,"Auction"
2020-11-26,6,416,"Auction"
2020-11-26,9,1975,"Auction"
2020-11-25,1,202.5,"Auction"
2020-11-25,5,320.01,"Auction"
2020-11-25,10,14900,"Auction"
2020-11-25,7,660,"Auction"
2020-11-25,5,405,"Auction"
2020-11-25,6,500,"Best Offer"
2020-11-25,2,345,"Auction"
2020-11-25,5,411.22,"Auction"
2020-11-25,7,717,"Auction"
2020-11-25,6,495,"Auction"
2020-11-25,6,460,"Auction"
2020-11-25,7,560,"Auction"
2020-11-25,6,1095.27,"Auction"
2020-11-24,6,1125,"Auction"
2020-11-24,8,910,"Auction"
2020-11-24,9,2025,"Auction"
2020-11-24,9,1825,"Auction"
2020-11-24,8,911.01,"Auction"
2020-11-24,2,265.01,"Auction"
2020-11-24,6,420,"Auction"
2020-11-24,5,380,"Auction"
2020-11-24,5,355,"Auction"
2020-11-24,1,275,"Auction"
2020-11-23,8,1050,"Auction"
2020-11-23,9,4600,"Auction"
2020-11-23,8,961,"Auction"
2020-11-23,9,1875,"Auction"
2020-11-23,8,930,"Auction"
2020-11-23,8,900,"Auction"
2020-11-23,8,925,"Auction"
2020-11-23,7,710,"Auction"
2020-11-23,5,380,"Auction"
2020-11-23,9,2025,"Auction"
2020-11-23,5,770,"Auction"
2020-11-23,6,1800,"Best Offer"
2020-11-23,8,955,"Auction"
2020-11-23,8,987.77,"Auction"
2020-11-23,6,495,"Auction"
2020-11-23,9,1936,"Auction"
2020-11-23,7,710,"Auction"
2020-11-23,7,651,"Auction"
2020-11-23,7,635,"Auction"
2020-11-23,9,1635,"Auction"
2020-11-22,5,335,"Auction"
2020-11-22,9,2200,"Best Offer"
2020-11-22,3,255,"Auction"
2020-11-22,4,280,"Auction"
2020-11-22,6,800,"Best Offer"
2020-11-22,7,691,"Auction"
2020-11-22,7,690,"Auction"
2020-11-22,5,365,"Auction"
2020-11-22,9,1705.55,"Auction"
2020-11-22,8,1075,"Auction"
2020-11-22,5,400,"Auction"
2020-11-22,1,370,"Auction"
2020-11-21,8,1025,"Auction"
2020-11-21,1,449.99,"Best Offer"
2020-11-21,8,1259,"Auction"
2020-11-21,5,467.87,"Auction"
2020-11-21,5,549,"Best Offer"
2020-11-21,8,1125,"Auction"
2020-11-20,5,920,"Auction"
2020-11-20,7,740,"Auction"
2020-11-20,6,580,"Auction"
2020-11-20,8,1000,"Auction"
2020-11-20,8,1550,"Auction"
2020-11-20,7,800,"Auction"
2020-11-20,6,510,"Auction"
2020-11-20,8,1275,"Auction"
2020-11-20,1,335,"Auction"
2020-11-20,7,700,"Best Offer"
2020-11-20,6,455,"Auction"
2020-11-19,3,260,"Auction"
2020-11-19,8,1015,"Auction"
2020-11-19,8,1075,"Auction"
2020-11-19,9,2900,"Auction"
2020-11-19,8,969,"Auction"
2020-11-19,6,549.95,"Best Offer"
2020-11-19,6,740,"Best Offer"
2020-11-19,9,2100,"Best Offer"
2020-11-18,7,750,"Best Offer"
2020-11-18,7,850,"Auction"
2020-11-18,8,1000,"Auction"
2020-11-18,8,1225,"Auction"
2020-11-18,8,910,"Auction"
2020-11-18,8,1300,"Auction"
2020-11-18,9,2300,"Auction"
2020-11-18,6,610,"Auction"
2020-11-18,8,2100,"Best Offer"
2020-11-18,9,2200,"Auction"
2020-11-18,8,1050,"Auction"
2020-11-18,7,750,"Best Offer"
2020-11-18,8,1358,"Auction"
2020-11-18,7,889,"Best Offer"
2020-11-18,3,272,"Auction"
2020-11-18,7,785,"Best Offer"
2020-11-17,9,3500,"Best Offer"
2020-11-17,9,2325,"Auction"
2020-11-17,9,2400,"Best Offer"
2020-11-17,8,1050,"Auction"
2020-11-17,7,700,"Best Offer"
2020-11-17,8,1607.59,"Auction"
2020-11-17,1,350,"Best Offer"
2020-11-17,6,513,"Auction"
2020-11-17,7,900,"Best Offer"
2020-11-17,8,1200,"Best Offer"
2020-11-17,8,1175,"Auction"
2020-11-17,8,1200,"Auction"
2020-11-17,8,1075,"Auction"
2020-11-16,7,681,"Auction"
2020-11-16,6,540,"Auction"
2020-11-16,7,750,"Best Offer"
2020-11-16,8,1275,"Best Offer"
2020-11-16,7,785,"Auction"
2020-11-16,5,427,"Auction"
2020-11-16,6,560,"Auction"
2020-11-16,5,500,"Best Offer"
2020-11-16,8,1375,"Auction"
2020-11-16,2,240.5,"Auction"
2020-11-16,6,565,"Auction"
2020-11-16,8,2624.68,"Best Offer"
2020-11-16,9,2850,"Auction"
2020-11-16,7,690,"Auction"
2020-11-16,8,1325,"Auction"
2020-11-16,8,1200,"Auction"
2020-11-16,3,280,"Auction"
2020-11-16,10,16100,"Auction"
2020-11-16,6,560,"Auction"
2020-11-16,8,1300,"Auction"
2020-11-15,7,750,"Auction"
2020-11-15,2,286,"Auction"
2020-11-15,9,2700,"Auction"
2020-11-15,2,299.99,"Best Offer"
2020-11-15,8,1500,"Auction"
2020-11-15,7,785,"Best Offer"
2020-11-15,6,800,"Best Offer"
2020-11-15,8,1631.96,"Auction"
2020-11-15,8,1825,"Auction"
2020-11-15,8,1325,"Auction"
2020-11-15,9,2300,"Best Offer"
2020-11-14,6,525.06,"Auction"
2020-11-14,7,620,"Auction"
2020-11-14,8,1136.55,"Auction"
2020-11-14,8,1361.99,"Best Offer"
2020-11-14,5,500,"Best Offer"
2020-11-14,8,1684.81,"Auction"
2020-11-14,9,2425,"Auction"
2020-11-14,6,560,"Auction"
2020-11-14,5,405,"Auction"
2020-11-14,5,431,"Auction"
2020-11-14,6,549,"Auction"
2020-11-14,9,2900,"Auction"
2020-11-14,7,875,"Best Offer"
2020-11-14,9,2700,"Auction"
2020-11-14,8,1125,"Auction"
2020-11-14,3,305,"Auction"
2020-11-14,9,2300,"Best Offer"
2020-11-14,4,420,"Best Offer"
2020-11-14,8,1050,"Auction"
2020-11-14,8,1300,"Best Offer"
2020-11-13,9,2650,"Auction"
2020-11-13,9,2405.55,"Auction"
2020-11-13,6,600,"Auction"
2020-11-13,9,2430.55,"Auction"
2020-11-13,9,2693.85,"Auction"
2020-11-13,9,2550,"Auction"
2020-11-13,8,1202.55,"Auction"
2020-11-13,9,2700,"Auction"
2020-11-13,7,1350,"Best Offer"
2020-11-13,5,455,"Auction"
2020-11-13,7,960,"Auction"
2020-11-13,6,650,"Auction"
2020-11-13,9,3151,"Auction"
2020-11-13,7,830,"Auction"
2020-11-13,6,1235,"Auction"
2020-11-13,7,1000,"Auction"
2020-11-12,7,1090.25,"Auction"
2020-11-12,6,600,"Best Offer"
2020-11-12,5,495,"Auction"
2020-11-12,9,3200,"Auction"
2020-11-12,7,860,"Auction"
2020-11-12,7,930,"Auction"
2020-11-12,8,1400,"Auction"
2020-11-12,9,2430.55,"Auction"
2020-11-12,4,2420,"Best Offer"
2020-11-12,8,1375,"Best Offer"
2020-11-12,9,2500,"Best Offer"
2020-11-11,8,950,"Best Offer"
2020-11-11,3,520,"Auction"
2020-11-11,8,1275,"Best Offer"
2020-11-11,7,800,"Auction"
2020-11-11,1,361,"Auction"
2020-11-10,9,2951,"Auction"
2020-11-10,9,2961,"Auction"
2020-11-10,8,2500,"Auction"
2020-11-10,6,600,"Auction"
2020-11-10,5,450,"Best Offer"
2020-11-10,9,3200,"Auction"
2020-11-10,9,4050,"Auction"
2020-11-10,7,870,"Auction"
2020-11-10,8,2370.06,"Auction"
2020-11-10,7,700,"Auction"
2020-11-10,8,2370.06,"Auction"
2020-11-10,9,3605.38,"Best Offer"
2020-11-10,8,1305.55,"Auction"
2020-11-09,8,1500,"Auction"
2020-11-09,6,560,"Auction"
2020-11-09,8,1525,"Auction"
2020-11-09,5,540,"Auction"
2020-11-09,7,900,"Best Offer"
2020-11-09,8,1525,"Auction"
2020-11-09,8,1500,"Best Offer"
2020-11-09,4,395,"Auction"
2020-11-09,7,920,"Auction"
2020-11-09,6,591,"Auction"
2020-11-09,6,580,"Auction"
2020-11-09,9,3111,"Auction"
2020-11-09,8,1799.95,"Best Offer"
2020-11-09,7,1030,"Auction"
2020-11-09,4,356,"Auction"
2020-11-09,9,2600,"Best Offer"
2020-11-09,9,3800,"Auction"
2020-11-09,8,1750,"Auction"
2020-11-09,8,1650,"Auction"
2020-11-09,5,525,"Best Offer"
2020-11-08,8,1300,"Best Offer"
2020-11-08,7,860,"Auction"
2020-11-08,1,480,"Auction"
2020-11-08,4,450,"Best Offer"
2020-11-08,8,1475,"Auction"
2020-11-08,9,12600,"Auction"
2020-11-08,8,1525,"Auction"
2020-11-08,1,599.99,"Best Offer"
2020-11-08,7,1275,"Auction"
2020-11-08,4,405,"Auction"
2020-11-08,9,4206.24,"Auction"
2020-11-08,5,585,"Auction"
2020-11-08,9,2555,"Auction"
2020-11-08,9,3680.46,"Auction"
2020-11-08,6,510,"Auction"
2020-11-08,6,660,"Auction"
2020-11-08,8,1600,"Auction"
2020-11-08,9,2676,"Auction"
2020-11-08,7,1020,"Auction"
2020-11-08,5,650,"Best Offer"
2020-11-08,5,1626.01,"Auction"
2020-11-08,7,1045,"Auction"
2020-11-08,7,1000,"Best Offer"
2020-11-08,8,1375,"Auction"
2020-11-08,8,1400,"Auction"
2020-11-07,6,490,"Auction"
2020-11-07,7,900,"Best Offer"
2020-11-07,8,1575,"Auction"
2020-11-07,5,575,"Best Offer"
2020-11-07,9,3151,"Auction"
2020-11-07,6,320,"Auction"
