"Date","Grade","Price","Sale Type"
2021-02-28,10,300,"Auction"
2021-02-28,10,255,"Auction"
2021-02-28,10,297,"Auction"
2021-02-28,9,152.5,"Auction"
2021-02-28,10,325,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,255,"Auction"
2021-02-28,10,274,"Auction"
2021-02-28,9,130,"Auction"
2021-02-28,10,275,"Auction"
2021-02-28,10,285,"Auction"
2021-02-28,10,313,"Auction"
2021-02-28,10,300,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,270,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,270,"Auction"
2021-02-28,10,294,"Auction"
2021-02-28,10,365,"Auction"
2021-02-28,10,265,"Auction"
2021-02-28,9,154,"Auction"
2021-02-28,10,291,"Auction"
2021-02-28,10,285,"Auction"
2021-02-28,9,177.5,"Auction"
2021-02-28,9,167.5,"Auction"
2021-02-28,10,295,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,305,"Auction"
2021-02-28,10,237.5,"Auction"
2021-02-27,9,162.5,"Auction"
2021-02-27,10,305,"Best Offer"
2021-02-27,10,340,"Auction"
2021-02-27,9,180,"Best Offer"
2021-02-27,10,289.41,"Auction"
2021-02-25,9,187.5,"Auction"
2021-02-25,10,419.02,"Best Offer"
2021-02-24,10,290,"Auction"
2021-02-24,9,155,"Best Offer"
2021-02-23,10,290,"Auction"
2021-02-23,9,145,"Auction"
2021-02-23,10,280,"Auction"
2021-02-23,10,296.01,"Auction"
2021-02-23,10,308,"Auction"
2021-02-22,9,200,"Best Offer"
2021-02-21,9,112.5,"Auction"
2021-02-21,9,151.01,"Auction"
2021-02-21,10,330,"Auction"
2021-02-21,10,291.55,"Auction"
2021-02-20,9,860,"Auction"
2021-02-13,10,320,"Auction"
2021-02-13,10,295,"Auction"
2021-02-13,10,300,"Auction"
2021-02-13,10,315,"Auction"
2021-02-11,10,375,"Auction"
2021-02-10,10,285,"Auction"
2021-02-09,10,315,"Auction"
2021-02-08,9,140.5,"Auction"
2021-02-08,10,301,"Auction"
2021-02-08,10,865.51,"Auction"
2021-02-08,10,355,"Auction"
2021-02-07,10,294,"Auction"
2021-02-06,10,343,"Auction"
2021-02-06,10,700,"Auction"
2021-02-05,10,305,"Auction"
2021-02-05,10,300,"Auction"
2021-02-04,10,310,"Auction"
2021-02-03,10,345,"Auction"
2021-02-03,10,310,"Auction"
2021-02-03,10,310,"Auction"
2021-02-02,10,368,"Auction"
2021-02-01,10,310,"Auction"
2021-02-01,10,350,"Best Offer"
2021-02-01,9,157.5,"Auction"
2021-01-31,10,320,"Best Offer"
2021-01-31,10,310,"Auction"
2021-01-31,9,154.5,"Auction"
2021-01-31,9,155,"Best Offer"
2021-01-30,10,410,"Auction"
2021-01-30,10,390.2,"Best Offer"
2021-01-29,10,286,"Auction"
2021-01-29,9,150,"Best Offer"
2021-01-28,10,349,"Best Offer"
2021-01-28,10,463,"Auction"
2021-01-28,10,500,"Best Offer"
2021-01-27,10,300,"Best Offer"
2021-01-27,10,350,"Auction"
2021-01-27,10,275,"Best Offer"
2021-01-27,10,329.99,"Auction"
2021-01-27,9,199.99,"Best Offer"
2021-01-26,9,199,"Best Offer"
2021-01-26,10,290,"Auction"
2021-01-25,10,255,"Auction"
2021-01-24,10,1026,"Auction"
2021-01-24,10,301,"Auction"
2021-01-24,10,310,"Best Offer"
2021-01-23,10,315,"Auction"
2021-01-23,10,295,"Auction"
2021-01-23,9,185,"Auction"
2021-01-23,10,302,"Auction"
2021-01-23,10,290,"Best Offer"
2021-01-23,10,285,"Auction"
2021-01-23,10,308,"Auction"
2021-01-23,9,180,"Auction"
2021-01-22,10,275,"Auction"
2021-01-22,10,325,"Auction"
2021-01-22,10,320,"Best Offer"
2021-01-21,10,260,"Auction"
2021-01-20,10,310,"Best Offer"
2021-01-20,10,360,"Best Offer"
2021-01-19,10,241.05,"Best Offer"
2021-01-19,9,50,"Auction"
2021-01-18,10,285,"Auction"
2021-01-18,10,280,"Auction"
2021-01-18,9,150,"Auction"
2021-01-18,10,240.5,"Auction"
2021-01-17,10,275,"Auction"
2021-01-17,10,310.99,"Auction"
2021-01-17,9,170,"Best Offer"
2021-01-17,10,360,"Auction"
2021-01-17,10,285,"Auction"
2021-01-17,9,149.99,"Best Offer"
2021-01-16,10,246.5,"Auction"
2021-01-16,10,275,"Auction"
2021-01-16,7,112.5,"Auction"
2021-01-16,10,232.5,"Auction"
2021-01-16,10,295,"Auction"
2021-01-16,10,235.5,"Auction"
2021-01-15,9,176.28,"Best Offer"
2021-01-15,10,280,"Best Offer"
2021-01-15,9,290,"Auction"
2021-01-14,10,280,"Best Offer"
2021-01-14,10,280,"Best Offer"
2021-01-13,10,309.99,"Best Offer"
2021-01-13,10,280,"Best Offer"
2021-01-12,10,322,"Auction"
2021-01-12,10,282.78,"Auction"
2021-01-12,10,280,"Auction"
2021-01-11,10,500,"Auction"
2021-01-10,9,180.5,"Auction"
2021-01-10,10,299.99,"Best Offer"
2021-01-09,10,405,"Best Offer"
2021-01-09,10,264,"Auction"
2021-01-09,9,169.5,"Auction"
2021-01-09,10,305,"Auction"
2021-01-09,10,290,"Best Offer"
2021-01-08,10,272.2,"Auction"
2021-01-08,10,283,"Auction"
2021-01-07,10,305,"Auction"
2021-01-06,9,150,"Best Offer"
2021-01-05,10,302,"Auction"
2021-01-05,10,270,"Auction"
2021-01-05,10,300.3,"Auction"
2021-01-05,10,305,"Auction"
2021-01-04,9,155,"Best Offer"
2021-01-04,9,145,"Best Offer"
2021-01-03,10,305,"Auction"
2021-01-03,10,400,"Best Offer"
2021-01-02,9,142.5,"Auction"
2021-01-02,10,290,"Auction"
2021-01-02,10,305,"Auction"
2021-01-02,10,290,"Auction"
2021-01-02,10,285,"Auction"
2021-01-01,10,285,"Best Offer"
2020-12-31,10,281,"Auction"
2020-12-31,10,300,"Best Offer"
2020-12-31,10,300,"Auction"
2020-12-31,10,305,"Auction"
2020-12-31,10,355,"Auction"
2020-12-30,9,137.5,"Auction"
2020-12-29,10,275,"Auction"
2020-12-29,10,300,"Auction"
2020-12-29,10,305,"Auction"
2020-12-29,10,329.99,"Auction"
2020-12-29,10,285,"Auction"
2020-12-29,10,320,"Auction"
2020-12-29,10,325,"Auction"
2020-12-29,10,300,"Auction"
2020-12-29,10,260,"Auction"
2020-12-29,9,162.5,"Auction"
2020-12-28,10,285,"Auction"
2020-12-28,10,300,"Best Offer"
2020-12-27,10,325,"Auction"
2020-12-27,10,350,"Best Offer"
2020-12-27,10,315,"Auction"
2020-12-27,10,334,"Auction"
2020-12-27,9,127.5,"Auction"
2020-12-26,10,300,"Best Offer"
2020-12-26,10,375,"Auction"
2020-12-26,9,143.5,"Auction"
2020-12-25,9,127.51,"Auction"
2020-12-25,10,255,"Auction"
2020-12-25,10,280,"Best Offer"
2020-12-25,10,260,"Best Offer"
2020-12-24,10,325,"Auction"
2020-12-24,10,325,"Auction"
