"Date","Grade","Price","Sale Type"
2020-12-31,9,450,"Best Offer"
2020-12-31,10,671,"Auction"
2020-12-31,10,780,"Auction"
2020-12-30,10,660,"Auction"
2020-12-30,10,620,"Auction"
2020-12-30,10,680,"Best Offer"
2020-12-30,9,315,"Auction"
2020-12-30,10,640,"Auction"
2020-12-30,10,600,"Best Offer"
2020-12-03,10,730,"Auction"
2020-12-03,10,718.5,"Auction"
2020-12-03,10,787,"Auction"
2020-12-03,10,790,"Auction"
2020-12-03,10,740.1,"Auction"
2020-12-03,10,720.1,"Auction"
2020-12-02,10,1000,"Auction"
2020-12-02,10,690,"Auction"
2020-12-02,10,710,"Auction"
2020-12-02,9,335,"Auction"
2020-12-02,10,810,"Auction"
2020-12-01,10,705,"Auction"
2020-12-01,10,843.77,"Auction"
2020-12-01,10,740,"Auction"
2020-12-01,9,400,"Auction"
2020-11-30,10,781,"Auction"
2020-11-30,10,770,"Auction"
2020-11-30,10,725,"Auction"
2020-11-30,10,800,"Auction"
2020-11-30,10,1525,"Auction"
2020-11-30,8,380,"Auction"
2020-11-30,10,1600,"Auction"
2020-11-30,10,802.67,"Auction"
2020-11-29,10,725,"Auction"
2020-11-29,9,480,"Best Offer"
2020-11-28,10,851.28,"Auction"
2020-11-28,9,440,"Auction"
2020-11-28,10,760,"Auction"
2020-11-28,10,750,"Auction"
2020-11-28,9,410,"Auction"
2020-11-28,10,790,"Auction"
2020-11-27,10,760,"Auction"
2020-11-27,9,437,"Auction"
2020-11-26,10,811,"Auction"
2020-11-26,9,380,"Auction"
2020-11-26,10,760,"Auction"
2020-11-25,10,3000,"Auction"
2020-11-25,10,830,"Auction"
2020-11-25,10,760,"Auction"
2020-11-25,10,810,"Auction"
2020-11-25,10,829.99,"Best Offer"
2020-11-25,10,780,"Auction"
2020-11-25,10,899,"Auction"
2020-11-24,10,780,"Auction"
2020-11-24,9,380,"Auction"
2020-11-24,9,417,"Auction"
2020-11-24,10,890,"Auction"
2020-11-24,10,820,"Auction"
2020-11-24,10,1475,"Auction"
2020-11-23,10,810,"Auction"
2020-11-23,9,460,"Auction"
2020-11-23,10,850,"Best Offer"
2020-11-23,9,455,"Auction"
2020-11-23,10,669,"Auction"
2020-11-23,8,435,"Auction"
2020-11-23,10,770,"Auction"
2020-11-23,10,810,"Auction"
2020-11-23,10,780,"Auction"
2020-11-23,10,860,"Auction"
2020-11-22,8,300,"Auction"
2020-11-22,10,810,"Auction"
2020-11-21,9,413.88,"Auction"
2020-11-21,9,999,"Best Offer"
2020-11-21,9,485,"Auction"
2020-11-21,10,810,"Auction"
2020-11-21,10,730,"Auction"
2020-11-21,10,799.99,"Auction"
2020-11-21,10,920,"Auction"
2020-11-21,10,761.02,"Auction"
2020-11-20,10,750,"Auction"
2020-11-20,10,890,"Auction"
2020-11-20,10,910,"Auction"
2020-11-20,9,445,"Auction"
2020-11-20,9,485,"Auction"
2020-11-19,10,829,"Auction"
2020-11-19,8,320,"Auction"
2020-11-19,10,830,"Auction"
2020-11-19,9,435,"Auction"
2020-11-19,10,735,"Auction"
2020-11-19,10,851,"Auction"
2020-11-19,10,870,"Auction"
2020-11-19,10,810.88,"Auction"
2020-11-19,10,1100,"Best Offer"
2020-11-18,9,455,"Best Offer"
2020-11-17,10,1275,"Auction"
2020-11-17,10,850,"Best Offer"
2020-11-17,10,851.1,"Auction"
2020-11-17,10,865,"Auction"
2020-11-17,10,930,"Auction"
2020-11-17,10,861.1,"Auction"
2020-11-17,10,885,"Best Offer"
2020-11-17,10,800,"Best Offer"
2020-11-17,10,860,"Auction"
2020-11-17,10,899,"Best Offer"
2020-11-17,9,500,"Best Offer"
2020-11-17,10,830,"Auction"
2020-11-16,7,279,"Auction"
2020-11-16,10,1550,"Auction"
2020-11-16,10,850,"Auction"
2020-11-15,10,930,"Best Offer"
2020-11-15,9,644.89,"Auction"
2020-11-15,10,1050,"Auction"
2020-11-15,10,950,"Best Offer"
2020-11-15,10,1000,"Best Offer"
2020-11-15,10,910,"Best Offer"
2020-11-15,10,890,"Auction"
2020-11-14,9,570,"Auction"
2020-11-14,10,865,"Auction"
